CP1 MT FUNNY|false|1065
-383.387451171875,641.81689453125,671.0692749023438|-0.5609998106956482,5.0236110382684274e-08,-0.8278159499168396|5.111860090778464e-08,1,2.604272886230774e-08|Running
-383.604736328125,642.1435546875,670.7485961914062|-0.560999870300293,4.483833748736288e-08,-0.8278158903121948|4.798594943622447e-08,1,2.164518342340216e-08|Climbing
-383.76458740234375,642.4765625,670.5126953125|-0.5609998106956482,3.944517246168289e-08,-0.8278159499168396|4.4855966052637086e-08,1,1.7251398531925588e-08|Running
-383.8434753417969,642.7784423828125,670.396240234375|-0.560999870300293,3.40566153056443e-08,-0.8278158903121948|4.1728661415163515e-08,1,1.2861363529736991e-08|Running
-383.84869384765625,642.9635620117188,670.3886108398438|-0.5609998106956482,2.867266246653344e-08,-0.8278159499168396|3.86040284183764e-08,1,8.475085522263726e-09|Running
-383.8487854003906,643.06494140625,670.388427734375|-0.560999870300293,2.3293310391636624e-08,-0.8278158903121948|3.5482067062275746e-08,1,4.092548078205027e-09|Running
-383.8487854003906,643.1201171875,670.388427734375|-0.5609998106956482,1.7918551975526498e-08,-0.8278159499168396|3.236277024143419e-08,1,-2.8624014269951203e-10|Running
-383.8487854003906,643.16650390625,670.388427734375|-0.560999870300293,7.182807237882116e-09,-0.8278158903121948|2.6132166652814703e-08,1,-9.03260577445053e-09|Running
-383.8487854003906,643.1692504882812,670.388427734375|-0.5609998106956482,5.842128558697368e-09,-0.8278159499168396|2.5354090382734285e-08,1,-1.0124848515147278e-08|Running
-383.8487854003906,643.1754150390625,670.388427734375|-0.560999870300293,1.821812145585966e-09,-0.8278158903121948|2.3020856332323092e-08,1,-1.340018407347543e-08|Running
-383.8487854003906,643.1802978515625,670.388427734375|-0.5609998106956482,-3.5346039428674203e-09,-0.8278159499168396|1.9912203441663223e-08,1,-1.776402847042391e-08|Running
-383.8487854003906,643.1829223632812,670.388427734375|-0.560999870300293,-8.886443580991e-09,-0.8278158903121948|1.680620442812142e-08,1,-2.2124149623437006e-08|Running
-383.8487854003906,643.184326171875,670.388427734375|-0.5591930747032166,-1.4233426881560263e-08,-0.8290374875068665|1.375107139267584e-08,1,-2.6443835565714835e-08|Running
-383.8487854003906,643.1856079101562,670.388427734375|-0.5391368865966797,-2.490787842646114e-08,-0.8422181606292725|8.259412709321623e-09,1,-3.486131561203365e-08|Running
-383.848876953125,643.1870727539062,670.3884887695312|-0.24702048301696777,1.8710626648044126e-07,-0.9690102338790894|6.206246894180367e-08,1,1.7726908652093698e-07|Running
-383.8490295410156,643.0877075195312,670.388427734375|0.1576988846063614,0.000001607742888154462,-0.987487256526947|-1.926117079165124e-07,1,0.0000015973555491655134|Running
-383.8489990234375,642.9406127929688,670.388427734375|0.46929144859313965,0.0000027490600587043446,-0.8830433487892151|-0.0000010735327578004217,1,0.000002542638640079531|Running
-383.8489990234375,642.8388061523438,670.3884887695312|0.7475322484970093,0.000002805500571412267,-0.6642255187034607|-0.000001973123289644718,1,0.0000020031257008668035|Running
-383.8489685058594,642.855224609375,670.3884887695312|0.9245128035545349,0.000002683611455722712,-0.3811509907245636|-0.000002436821205265005,1,0.0000011301009408271057|Running
-383.8489074707031,642.9361572265625,670.3885498046875|0.9889311194419861,0.000002040402478087344,-0.1483755260705948|-0.0000020085412870685104,1,3.645720880740555e-07|Running
-383.8489074707031,643.0112915039062,670.388671875|0.9975984692573547,7.353947353294643e-07,-0.0692623183131218|-7.337567353715713e-07,1,4.909054496238241e-08|Running
-383.84893798828125,643.0584716796875,670.388671875|0.9972916841506958,-2.5129443415039532e-08,-0.07354769855737686|2.4531857434340054e-08,1,-9.028493508367319e-09|Running
-383.84893798828125,643.0851440429688,670.388671875|0.9972550272941589,-1.0416275841862443e-07,-0.07404299825429916|1.0377220149848654e-07,1,-9.121793986821558e-09|Running
-383.84893798828125,643.0997924804688,670.388671875|0.9972507953643799,-1.0654778748175886e-07,-0.0741003081202507|1.0656783189233465e-07,1,-3.6832727978719504e-09|Running
-383.84893798828125,643.1078491210938,670.388671875|0.9972503185272217,-1.0893049307014735e-07,-0.07410693168640137|1.0936137329053963e-07,1,1.7565439103250924e-09|Running
-383.84893798828125,643.1121826171875,670.388671875|0.9972502589225769,-1.1131114519002949e-07,-0.07410766184329987|1.1215254858143453e-07,1,7.192419548829321e-09|Running
-383.84893798828125,643.1146240234375,670.388671875|0.9972502589225769,-1.1368976515768736e-07,-0.07410776615142822|1.1494133644873727e-07,1,1.2623727840832544e-08|Running
-383.84893798828125,643.115966796875,670.388671875|0.9972502589225769,-1.1606635297312096e-07,-0.07410776615142822|1.1772775110330258e-07,1,1.805040561464466e-08|Running
-383.84893798828125,643.1193237304688,670.388671875|0.9993123412132263,-1.2103204483082664e-07,-0.0370793491601944|1.2235229007728776e-07,1,3.333656906079341e-08|Running
-383.84893798828125,643.126953125,670.388671875|0.9981349110603333,-1.241365765736191e-07,0.06104659661650658|1.2127495097047358e-07,1,5.0581160593310415e-08|Running
-383.84893798828125,643.138671875,670.3885498046875|0.9858635663986206,-2.841752611004722e-09,0.16754992306232452|-5.1768140885144476e-09,1,4.7421000459735296e-08|Running
-383.848876953125,643.1580810546875,670.3886108398438|0.9546838402748108,2.634892268815747e-07,0.29762178659439087|-2.5954372517844604e-07,1,-5.27750323442433e-08|Running
-383.8489074707031,643.1768798828125,670.388671875|0.9140498638153076,3.5609534165814694e-07,0.40560176968574524|-3.30120826674829e-07,1,-1.3399460385699058e-07|Running
-383.84893798828125,643.156005859375,670.3887329101562|0.872458279132843,1.7403117169578763e-07,0.4886886477470398|-1.52658785168569e-07,1,-8.357623215715648e-08|Running
-383.84893798828125,643.08056640625,670.3887329101562|0.8276689648628235,-3.0382938831508e-08,0.5612166523933411|3.746624699374479e-08,1,-1.1166976232601655e-09|Running
-383.84893798828125,643.0315551757812,670.3887329101562|0.7798654437065125,-9.319298754917327e-08,0.6259471774101257|8.629637449075744e-08,1,4.136679621069561e-08|Running
-383.84893798828125,643.077392578125,670.3887329101562|0.7253708839416504,-8.43891996282764e-08,0.6883582472801208|7.091942677561747e-08,1,4.786215868080035e-08|Running
-383.84893798828125,643.123046875,670.3887329101562|0.6723659038543701,-7.618401554054799e-08,0.740218997001648|5.553111392941901e-08,1,5.2480135792620786e-08|Running
-383.84893798828125,643.151123046875,670.3887329101562|0.6343936920166016,-6.841113275868338e-08,0.7730101346969604|4.119247520861791e-08,1,5.469383168588138e-08|Running
-383.84893798828125,643.1669311523438,670.3887329101562|0.6173791289329529,-6.083582348992422e-08,0.7866657376289368|2.8362869386455714e-08,1,5.507444811314599e-08|Running
-383.84893798828125,643.1756591796875,670.3887329101562|0.6173791289329529,-5.326699792362888e-08,0.7866657376289368|1.6746179554161245e-08,1,5.456987750562803e-08|Running
-383.84893798828125,643.180419921875,670.3887329101562|0.6173791289329529,-4.570463474351527e-08,0.7866657376289368|5.139424441580331e-09,1,5.406573322375152e-08|Running
-383.84893798828125,643.1829833984375,670.3887329101562|0.6173791289329529,-3.814874105501076e-08,0.7866657376289368|-6.457405277160433e-09,1,5.356202237294383e-08|Running
-383.84893798828125,643.1843872070312,670.3887329101562|0.6173791289329529,-3.059930619997431e-08,0.7866657376289368|-1.8044316263399196e-08,1,5.305873784777759e-08|Running
-383.84893798828125,643.1856079101562,670.3887329101562|0.6173791289329529,-1.5519800555807706e-08,0.7866657376289368|-4.118841090416936e-08,1,5.2053451327083167e-08|Running
-383.8487854003906,643.1873779296875,670.3885498046875|0.26217588782310486,3.310498470909806e-07,0.9650201201438904|-9.165069769778711e-08,1,-3.181501142535126e-07|Running
-383.8487854003906,643.1885986328125,670.3885498046875|0.09474167972803116,4.7194913577186526e-07,0.9955018758773804|-5.302640460058683e-08,1,-4.6903508632567537e-07|Running
-383.84881591796875,643.189697265625,670.3885498046875|0.014543375000357628,3.777907409130421e-07,0.9998942613601685|-1.5989282786676995e-08,1,-3.775981554099417e-07|Running
-383.8488464355469,643.0906372070312,670.3885498046875|-0.015906699001789093,1.0846725473356855e-07,0.9998734593391418|5.186608476037691e-09,1,-1.0839846709131962e-07|Running
-383.8488464355469,642.9295654296875,670.3885498046875|-0.052409201860427856,-5.28495576190835e-08,0.9986256957054138|8.851031019219135e-09,1,5.338680253430539e-08|Running
-383.8488464355469,642.7822265625,670.3885498046875|-0.06976501643657684,-9.40237327995419e-08,0.9975634813308716|1.7069987645612628e-09,1,9.437276560220198e-08|Running
-383.8488464355469,642.7772216796875,670.3885498046875|-0.07846023887395859,-1.1515372477788333e-07,0.9969172477722168|-5.537009961642525e-09,1,1.1507403030464047e-07|Running
-383.8488464355469,642.791015625,670.3885498046875|-0.0828082486987114,-1.0132943373264425e-07,0.9965655207633972|-8.870611800659844e-09,1,1.0094155555862017e-07|Running
-383.8595275878906,642.8006591796875,670.5174560546875|-0.08280801773071289,-5.2575039433122583e-08,0.9965655207633972|-8.117378769156858e-09,1,5.208173092796642e-08|Running
-383.88677978515625,642.7401123046875,670.8449096679688|-0.08280801773071289,-3.862309583269052e-09,0.9965655207633972|-7.364811871468646e-09,1,3.2636529034846262e-09|Running
-383.9273681640625,642.7568359375,671.3335571289062|-0.08280801773071289,4.480880022583733e-08,0.9965655207633972|-6.612886238599458e-09,1,-4.551271359787279e-08|Running
-383.96697998046875,642.6787109375,671.8103637695312|-0.08280801773071289,9.343832374497651e-08,0.9965655207633972|-5.8616014264600835e-09,1,-9.424740454733183e-08|Running
-384.00604248046875,643.544189453125,672.2800903320312|-0.08280801773071289,1.4202629472492845e-07,0.9965655207633972|-5.110958323228942e-09,1,-1.4294045058704796e-07|Jumping
-384.0471496582031,644.3551635742188,672.7747192382812|-0.08280801773071289,1.2104185032058012e-07,0.9965655207633972|-2.899455564531195e-09,1,-1.216999265807317e-07|Freefall
-384.0909423828125,645.1116333007812,673.3013916015625|-0.08280801773071289,1.0007534001488239e-07,0.9965655207633972|-6.898429050217203e-10,1,-1.0047754983588675e-07|Freefall
-384.1351318359375,645.8135375976562,673.8328247070312|-0.07688398659229279,8.113762817174575e-08,0.9970400333404541|1.0124155958024517e-09,1,-8.130043482879046e-08|Freefall
-384.17626953125,646.4609985351562,674.3645629882812|-0.05280246585607529,1.0699422858806429e-07,0.998604953289032|3.5856062563510704e-09,1,-1.0695410423977592e-07|Freefall
-384.2049255371094,647.053955078125,674.8970947265625|-0.013524213805794716,1.534037181727399e-07,0.9999085664749146|2.1891681800667584e-09,1,-1.5338812886511732e-07|Freefall
-384.21429443359375,647.5924072265625,675.43017578125|0.03718048334121704,2.4661898123667925e-07,0.9993085861206055|-8.556874320220231e-09,1,-2.4647124519106e-07|Freefall
-384.1988220214844,648.0763549804688,675.963134765625|0.07711566984653473,2.883048182411585e-07,0.9970221519470215|-2.118387953942147e-08,1,-2.875274276448181e-07|Freefall
-384.15936279296875,648.5057983398438,676.494873046875|0.09889572113752365,2.2728549708972423e-07,0.995097815990448|-2.2321771098177123e-08,1,-2.2618677064656367e-07|Freefall
-384.1064147949219,648.8807983398438,677.0255737304688|0.10539424419403076,1.7644538274907973e-07,0.9944305419921875|-1.9340086865327066e-08,1,-1.7538384611270885e-07|Freefall
-384.0498962402344,649.2012329101562,677.5558471679688|0.1143103837966919,1.4209639687123854e-07,0.993445098400116|-1.817776862367282e-08,1,-1.409423475706717e-07|Freefall
-383.989013671875,649.4671630859375,678.085693359375|0.1228920966386795,1.2552069961202506e-07,0.9924200177192688|-1.8770112575339226e-08,1,-1.24155093317313e-07|Freefall
-383.923583984375,649.6785888671875,678.614990234375|0.12957262992858887,1.252248722494187e-07,0.9915699362754822|-2.0996996141775526e-08,1,-1.2354573186712514e-07|Freefall
-383.8544616699219,649.8355712890625,679.1438598632812|0.1381005346775055,1.3894684514070832e-07,0.9904181957244873|-2.535212040299939e-08,1,-1.3675607135610335e-07|Freefall
-383.7808837890625,649.9380493164062,679.6720581054688|0.146668940782547,1.52849295886881e-07,0.989185631275177|-2.9074152863017844e-08,1,-1.5020944488242094e-07|Freefall
-383.7027282714844,649.9860229492188,680.19970703125|0.1591983586549759,1.3889629713048635e-07,0.9872466325759888|-2.7552381709483598e-08,1,-1.3624762118524814e-07|Freefall
-383.6180114746094,649.9794311523438,680.7262573242188|0.1719513237476349,1.6411968317697756e-07,0.9851054549217224|-3.2420867768223616e-08,1,-1.6094203658667539e-07|Freefall
-383.5263671875,649.9183959960938,681.2516479492188|0.18481267988681793,1.5540304332262167e-07,0.9827737808227539|-3.0473849221834826e-08,1,-1.5239631068197923e-07|Freefall
-383.4278564453125,649.8028564453125,681.7757568359375|0.19571553170681,1.501916528923175e-07,0.9806607365608215|-2.9048713656720793e-08,1,-1.4735613262928382e-07|Freefall
-383.3234558105469,649.6328125,682.2987060546875|0.21616005897521973,1.645141196604527e-07,0.9763579368591309|-3.430801243098358e-08,1,-1.6090214671748981e-07|Freefall
-383.20849609375,649.4082641601562,682.8194580078125|0.23510465025901794,1.5860661051192437e-07,0.9719700813293457|-3.5878066739769565e-08,1,-1.545022030313703e-07|Freefall
-383.0832214355469,649.1292114257812,683.3377685546875|0.2580059766769409,1.7435344545901899e-07,0.9661433100700378|-4.4204540472492226e-08,1,-1.6865863017301308e-07|Freefall
-382.9458312988281,648.795654296875,683.8530883789062|0.2847660183906555,1.7557790954469965e-07,0.9585970640182495|-4.9507704602547165e-08,1,-1.684543065039179e-07|Freefall
-382.794189453125,648.4075927734375,684.3643188476562|0.31542888283729553,1.8905296883531264e-07,0.9489492177963257|-6.005456043567392e-08,1,-1.7926146256286302e-07|Freefall
-382.64788818359375,647.9650268554688,684.8512573242188|0.3510088324546814,1.602443262527231e-07,0.9363721609115601|-5.5547857868987194e-08,1,-1.5031048405944603e-07|Freefall
-382.5130310058594,647.4679565429688,685.3002319335938|0.3925968110561371,1.046886950462067e-07,0.9197106957435608|-4.182793489349024e-08,1,-9.597277284001393e-08|Freefall
-382.3896179199219,646.9164428710938,685.7112426757812|0.44227245450019836,4.945596643324279e-08,0.8968807458877563|-2.6655335716441186e-08,1,-4.1997829214324156e-08|Freefall
-382.2776184082031,646.3104248046875,686.0841674804688|0.498108446598053,-5.330760277644231e-09,0.8671147227287292|-8.919712968236126e-09,1,1.1271570343751591e-08|Freefall
-382.2071228027344,645.6498413085938,686.3189086914062|0.5537556409835815,-5.942956349258566e-08,0.8326792120933533|1.2157620687958115e-08,1,6.328632906615894e-08|Landed
-382.1661071777344,644.9347534179688,686.4555053710938|0.6052952408790588,-1.1264292965051936e-07,0.7960010766983032|3.643833323963008e-08,1,1.1380259223869871e-07|Landed
-382.1365051269531,644.1652221679688,686.5540161132812|0.6511054039001465,-8.834645370825456e-08,0.7589873671531677|3.397412839944991e-08,1,8.725535849407606e-08|Running
-382.1324157714844,644.2610473632812,686.567626953125|0.6930878162384033,-6.461121415668458e-08,0.7208532094955444|2.9773584486747495e-08,1,6.100480476334269e-08|Running
-382.1323547363281,644.60107421875,686.5679931640625|0.7691982984542847,6.650729744706041e-08,0.6390101313591003|-5.632919908293843e-08,1,-3.627324574040358e-08|Running
-382.13232421875,644.8493041992188,686.5680541992188|0.8276838064193726,1.1179597692034804e-07,0.5611947774887085|-8.860870792659625e-08,1,-6.852521750033702e-08|Running
-382.13238525390625,645.0066528320312,686.568115234375|0.8926694393157959,1.6479378928124788e-07,0.4507119953632355|-1.4415709870263527e-07,1,-8.011581087430386e-08|Running
-382.13238525390625,645.3525390625,686.5680541992188|0.9496957063674927,3.530843173393805e-07,0.3131742477416992|-3.3261864018641063e-07,1,-1.1877681771466087e-07|Running
-382.1324462890625,645.5319213867188,686.5680541992188|0.9860266447067261,4.883105475528282e-07,0.16658759117126465|-4.790250613950775e-07,1,-9.592014293957618e-08|Running
-382.1324768066406,645.613525390625,686.5679931640625|0.9998593330383301,5.184151632420253e-07,0.01677142269909382|-5.181170195101004e-07,1,-2.2124160281578042e-08|Running
-382.1324462890625,645.6682739257812,686.5679321289062|0.9945873022079468,4.3767016677520587e-07,-0.1039043441414833|-4.3614829792204546e-07,1,3.7367158256529365e-08|Running
-382.1324157714844,645.6278076171875,686.56787109375|0.9843894243240356,2.021564995402514e-07,-0.1760040521621704|-1.9882190827047452e-07,1,3.658042757592739e-08|Running
-382.1324157714844,645.5288696289062,686.56787109375|0.9776331782341003,-1.5640351236356764e-08,-0.21031735837459564|1.8521538081017752e-08,1,1.172950181427268e-08|Running
